videoID,url,timestamp,caption,matching_score,desirable_filtering,shot_boundary_detection,timestamp_raw
BxbCDtTJZYk_head,https://www.youtube.com/watch?v=BxbCDtTJZYk,"[['0:00:05.739', '0:00:10.939']]",['A young man is teaching a child how to swim in a pool.'],[0.461669921875],['desirable'],"[[['0:00:00.000', '0:00:46.046']]]","[['0:00:05.739', '0:00:10.939']]"
BxbCDtTJZYk_tail,https://www.youtube.com/watch?v=BxbCDtTJZYk,"[['0:00:46.585', '0:00:51.785']]",['A young man is teaching a child how to swim in a pool.'],[0.461669921875],['desirable'],"[[['0:00:00.000', '0:00:46.046']]]","[['0:00:46.585', '0:00:51.785']]"
C5XfJIX_w-I_head,https://www.youtube.com/watch?v=C5XfJIX_w-I,"[['0:00:12.379', '0:00:17.579']]",['A man is standing in front of a whiteboard and explaining how to find the value of each side of an isosceles triangle.'],[0.471435546875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:12.379', '0:00:17.579']]"
C5XfJIX_w-I_tail,https://www.youtube.com/watch?v=C5XfJIX_w-I,"[['0:00:55.227', '0:01:00.427']]",['A man is standing in front of a whiteboard and explaining how to find the value of each side of an isosceles triangle.'],[0.471435546875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:55.227', '0:01:00.427']]"
CFHnzbnLGfU_head,https://www.youtube.com/watch?v=CFHnzbnLGfU,"[['0:00:13.720', '0:00:18.920']]","['A man is holding a toy called the ""rozzer"" and he is demonstrating how to use it by making different sounds with it.']",[0.46240234375],['desirable'],"[[['0:00:00.000', '0:00:47.960']]]","[['0:00:13.720', '0:00:18.920']]"
CFHnzbnLGfU_tail,https://www.youtube.com/watch?v=CFHnzbnLGfU,"[['0:00:56.520', '0:01:01.720']]","['A man is holding a toy called the ""rozzer"" and he is demonstrating how to use it by making different sounds with it.']",[0.46240234375],['desirable'],"[[['0:00:00.000', '0:00:47.960']]]","[['0:00:56.520', '0:01:01.720']]"
CH09Tdi6xAw_head,https://www.youtube.com/watch?v=CH09Tdi6xAw,"[['0:00:19.300', '0:00:24.500']]",['The instructor is teaching a lesson on grappling techniques and demonstrates how to throw an opponent to the ground.'],[0.47607421875],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:19.300', '0:00:24.500']]"
CH09Tdi6xAw_tail,https://www.youtube.com/watch?v=CH09Tdi6xAw,"[['0:01:02.100', '0:01:07.300']]",['The instructor is teaching a lesson on grappling techniques and demonstrates how to throw an opponent to the ground.'],[0.47607421875],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:01:02.100', '0:01:07.300']]"
CJzDYjEgmp8_head,https://www.youtube.com/watch?v=CJzDYjEgmp8,"[['0:00:06.000', '0:00:11.200']]",['A martial arts instructor is demonstrating how to tie a belt around the waist.'],[0.46728515625],['desirable'],"[[['0:00:00.000', '0:00:47.900']]]","[['0:00:06.000', '0:00:11.200']]"
CJzDYjEgmp8_tail,https://www.youtube.com/watch?v=CJzDYjEgmp8,"[['0:00:48.800', '0:00:54.000']]",['A martial arts instructor is demonstrating how to tie a belt around the waist.'],[0.46728515625],['desirable'],"[[['0:00:00.000', '0:00:47.900']]]","[['0:00:48.800', '0:00:54.000']]"
CKtBasC1aDo_head,https://www.youtube.com/watch?v=CKtBasC1aDo,"[['0:00:06.000', '0:00:11.200']]",['Two men are working out in a gym and one of them is showing the other how to do a wall ball exercise.'],[0.470703125],['desirable'],"[[['0:00:00.000', '0:00:14.520'], ['0:00:14.560', '0:00:47.960']]]","[['0:00:06.000', '0:00:11.200']]"
CKtBasC1aDo_tail,https://www.youtube.com/watch?v=CKtBasC1aDo,"[['0:00:48.800', '0:00:54.000']]",['Two men are working out in a gym and one of them is showing the other how to do a wall ball exercise.'],[0.470703125],['desirable'],"[[['0:00:00.000', '0:00:14.520'], ['0:00:14.560', '0:00:47.960']]]","[['0:00:48.800', '0:00:54.000']]"
CPDFcfeSLZM_head,https://www.youtube.com/watch?v=CPDFcfeSLZM,"[['0:00:15.915', '0:00:21.115']]",['A man standing in front of a window with instructions on how to install a window.'],[0.453125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:15.915', '0:00:21.115']]"
CPDFcfeSLZM_tail,https://www.youtube.com/watch?v=CPDFcfeSLZM,"[['0:00:58.763', '0:01:03.963']]",['A man standing in front of a window with instructions on how to install a window.'],[0.453125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:58.763', '0:01:03.963']]"
CUcV0B33THY_head,https://www.youtube.com/watch?v=CUcV0B33THY,"[['0:00:05.605', '0:00:10.805']]",['A swimming coach is teaching young girls how to swim in a pool.'],[0.46435546875],['desirable'],"[[['0:00:00.000', '0:00:00.934'], ['0:00:00.967', '0:00:03.203'], ['0:00:03.236', '0:00:07.874'], ['0:00:07.907', '0:00:08.842'], ['0:00:08.875', '0:00:12.278']]]","[['0:00:05.605', '0:00:10.805']]"
CUcV0B33THY_tail,https://www.youtube.com/watch?v=CUcV0B33THY,"[['0:00:12.717', '0:00:17.917']]",['A swimming coach is teaching young girls how to swim in a pool.'],[0.46435546875],['desirable'],"[[['0:00:00.000', '0:00:00.934'], ['0:00:00.967', '0:00:03.203'], ['0:00:03.236', '0:00:07.874'], ['0:00:07.907', '0:00:08.842'], ['0:00:08.875', '0:00:12.278']]]","[['0:00:12.717', '0:00:17.917']]"
CUiDq6uLdQs_head,https://www.youtube.com/watch?v=CUiDq6uLdQs,"[['0:00:06.000', '0:00:11.200']]",['The person is teaching someone how to play the piano by assigning numbers to the fingers on the left hand and the right hand.'],[0.46630859375],['desirable'],"[[['0:00:00.000', '0:00:47.960']]]","[['0:00:06.000', '0:00:11.200']]"
CUiDq6uLdQs_tail,https://www.youtube.com/watch?v=CUiDq6uLdQs,"[['0:00:48.800', '0:00:54.000']]",['The person is teaching someone how to play the piano by assigning numbers to the fingers on the left hand and the right hand.'],[0.46630859375],['desirable'],"[[['0:00:00.000', '0:00:47.960']]]","[['0:00:48.800', '0:00:54.000']]"
CWXbepKCkt8_head,https://www.youtube.com/watch?v=CWXbepKCkt8,"[['0:00:05.972', '0:00:11.172']]",['A woman is demonstrating how to use home supply products.'],[0.44970703125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
CWXbepKCkt8_tail,https://www.youtube.com/watch?v=CWXbepKCkt8,"[['0:00:48.820', '0:00:54.020']]",['A woman is demonstrating how to use home supply products.'],[0.44970703125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
CZ7YE1s8ubQ_head,https://www.youtube.com/watch?v=CZ7YE1s8ubQ,"[['0:00:05.989', '0:00:11.189']]",['A young woman with pink lipstick is giving a makeup tutorial.'],[0.440673828125],['desirable'],"[[['0:00:00.000', '0:00:04.938'], ['0:00:04.954', '0:00:47.997']]]","[['0:00:05.989', '0:00:11.189']]"
CZ7YE1s8ubQ_tail,https://www.youtube.com/watch?v=CZ7YE1s8ubQ,"[['0:00:48.803', '0:00:54.003']]",['A young woman with pink lipstick is giving a makeup tutorial.'],[0.440673828125],['desirable'],"[[['0:00:00.000', '0:00:04.938'], ['0:00:04.954', '0:00:47.997']]]","[['0:00:48.803', '0:00:54.003']]"
C_3L6fpJa-E_head,https://www.youtube.com/watch?v=C_3L6fpJa-E,"[['0:00:05.972', '0:00:11.172']]",['A person is holding a motorola moto g x t1032 phone and they are showing how to deactivate the keyboard vibration by going to the settings menu.'],[0.45263671875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
C_3L6fpJa-E_tail,https://www.youtube.com/watch?v=C_3L6fpJa-E,"[['0:00:48.820', '0:00:54.020']]",['A person is holding a motorola moto g x t1032 phone and they are showing how to deactivate the keyboard vibration by going to the settings menu.'],[0.45263671875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
Cch07SDpfyU_head,https://www.youtube.com/watch?v=Cch07SDpfyU,"[['0:00:05.972', '0:00:11.172']]",['A man is talking to two other men about biking and tricks they have done.'],[0.45556640625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
Cch07SDpfyU_tail,https://www.youtube.com/watch?v=Cch07SDpfyU,"[['0:00:48.820', '0:00:54.020']]",['A man is talking to two other men about biking and tricks they have done.'],[0.45556640625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
ChpL7HiNhos_head,https://www.youtube.com/watch?v=ChpL7HiNhos,"[['0:00:05.972', '0:00:11.172']]",['A computer screen showing how to find polynomial coefficients.'],[0.437255859375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
ChpL7HiNhos_tail,https://www.youtube.com/watch?v=ChpL7HiNhos,"[['0:00:48.820', '0:00:54.020']]",['A computer screen showing how to find polynomial coefficients.'],[0.437255859375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
CpCMyrKUC74_head,https://www.youtube.com/watch?v=CpCMyrKUC74,"[['0:00:05.972', '0:00:11.172']]",['A man is unpacking a box and explaining how to fold items efficiently.'],[0.456298828125],['desirable'],"[[['0:00:00.000', '0:00:09.709'], ['0:00:09.776', '0:00:34.968'], ['0:00:35.035', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
CpCMyrKUC74_tail,https://www.youtube.com/watch?v=CpCMyrKUC74,"[['0:00:48.820', '0:00:54.020']]",['A man is unpacking a box and explaining how to fold items efficiently.'],[0.456298828125],['desirable'],"[[['0:00:00.000', '0:00:09.709'], ['0:00:09.776', '0:00:34.968'], ['0:00:35.035', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
CpuCAcNQJ5c_head,https://www.youtube.com/watch?v=CpuCAcNQJ5c,"[['0:00:15.915', '0:00:21.115']]","['A woman is sitting at a table with a zipper in front of her, she is demonstrating how to fix the zipper when the pull comes off.']",[0.442138671875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:15.915', '0:00:21.115']]"
CpuCAcNQJ5c_tail,https://www.youtube.com/watch?v=CpuCAcNQJ5c,"[['0:00:58.763', '0:01:03.963']]","['A woman is sitting at a table with a zipper in front of her, she is demonstrating how to fix the zipper when the pull comes off.']",[0.442138671875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:58.763', '0:01:03.963']]"
CtlXgJCzJVw_head,https://www.youtube.com/watch?v=CtlXgJCzJVw,"[['0:00:06.000', '0:00:11.200']]",['A woman is sitting at a table and demonstrating how to make knitted items.'],[0.460693359375],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
CtlXgJCzJVw_tail,https://www.youtube.com/watch?v=CtlXgJCzJVw,"[['0:00:48.800', '0:00:54.000']]",['A woman is sitting at a table and demonstrating how to make knitted items.'],[0.460693359375],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
CuVpJddrLm0_head,https://www.youtube.com/watch?v=CuVpJddrLm0,"[['0:00:12.041', '0:00:17.241']]",['The instructor is teaching a group of people how to do squats.'],[0.4326171875],['desirable'],"[[['0:00:00.000', '0:00:47.958']]]","[['0:00:12.041', '0:00:17.241']]"
CuVpJddrLm0_tail,https://www.youtube.com/watch?v=CuVpJddrLm0,"[['0:00:54.841', '0:01:00.041']]",['The instructor is teaching a group of people how to do squats.'],[0.4326171875],['desirable'],"[[['0:00:00.000', '0:00:47.958']]]","[['0:00:54.841', '0:01:00.041']]"
D88i_LiPn5A_head,https://www.youtube.com/watch?v=D88i_LiPn5A,"[['0:00:10.927', '0:00:16.127']]",['A woman is standing in front of a white background and demonstrating how to adjust the height of a bed.'],[0.45947265625],['desirable'],"[[['0:00:00.000', '0:00:04.546'], ['0:00:04.587', '0:00:30.405'], ['0:00:30.447', '0:00:36.494'], ['0:00:36.536', '0:00:48.006']]]","[['0:00:10.927', '0:00:16.127']]"
D88i_LiPn5A_tail,https://www.youtube.com/watch?v=D88i_LiPn5A,"[['0:00:53.775', '0:00:58.975']]",['A woman is standing in front of a white background and demonstrating how to adjust the height of a bed.'],[0.45947265625],['desirable'],"[[['0:00:00.000', '0:00:04.546'], ['0:00:04.587', '0:00:30.405'], ['0:00:30.447', '0:00:36.494'], ['0:00:36.536', '0:00:48.006']]]","[['0:00:53.775', '0:00:58.975']]"
DBbihJccuiQ_head,https://www.youtube.com/watch?v=DBbihJccuiQ,"[['0:00:05.972', '0:00:11.172']]",['A man is standing in front of a table with a popcorn machine and he is demonstrating how to use it.'],[0.461669921875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
DBbihJccuiQ_tail,https://www.youtube.com/watch?v=DBbihJccuiQ,"[['0:00:48.820', '0:00:54.020']]",['A man is standing in front of a table with a popcorn machine and he is demonstrating how to use it.'],[0.461669921875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
DM1zSW5aoCc_head,https://www.youtube.com/watch?v=DM1zSW5aoCc,"[['0:00:05.472', '0:00:10.672']]",['The speaker is using a whiteboard and markers to demonstrate how to create a histogram from data.'],[0.47119140625],['desirable'],"[[['0:00:00.000', '0:00:43.910']]]","[['0:00:05.472', '0:00:10.672']]"
DM1zSW5aoCc_tail,https://www.youtube.com/watch?v=DM1zSW5aoCc,"[['0:00:44.216', '0:00:49.416']]",['The speaker is using a whiteboard and markers to demonstrate how to create a histogram from data.'],[0.47119140625],['desirable'],"[[['0:00:00.000', '0:00:43.910']]]","[['0:00:44.216', '0:00:49.416']]"
DY6r0tkzFsc_head,https://www.youtube.com/watch?v=DY6r0tkzFsc,"[['0:00:05.205', '0:00:10.405']]",['A man is sitting on a porch and holding a rifle. he then loads the rifle using crosman pellets and explains how to properly load it.'],[0.4521484375],['desirable'],"[[['0:00:00.000', '0:00:41.674']]]","[['0:00:05.205', '0:00:10.405']]"
DY6r0tkzFsc_tail,https://www.youtube.com/watch?v=DY6r0tkzFsc,"[['0:00:41.713', '0:00:46.913']]",['A man is sitting on a porch and holding a rifle. he then loads the rifle using crosman pellets and explains how to properly load it.'],[0.4521484375],['desirable'],"[[['0:00:00.000', '0:00:41.674']]]","[['0:00:41.713', '0:00:46.913']]"
Da79sRCWgw4_head,https://www.youtube.com/watch?v=Da79sRCWgw4,"[['0:00:11.458', '0:00:16.658']]","['A woman is sitting at a table with a knitting needle and yarn, and she is demonstrating how to cast on stitches.']",[0.464599609375],['desirable'],"[[['0:00:00.000', '0:00:48.000']]]","[['0:00:11.458', '0:00:16.658']]"
Da79sRCWgw4_tail,https://www.youtube.com/watch?v=Da79sRCWgw4,"[['0:00:54.258', '0:00:59.458']]","['A woman is sitting at a table with a knitting needle and yarn, and she is demonstrating how to cast on stitches.']",[0.464599609375],['desirable'],"[[['0:00:00.000', '0:00:48.000']]]","[['0:00:54.258', '0:00:59.458']]"
Dd4rHeDXMNU_head,https://www.youtube.com/watch?v=Dd4rHeDXMNU,"[['0:00:10.260', '0:00:15.460']]",['The speaker is demonstrating how to tie a knot using string.'],[0.44970703125],['desirable'],"[[['0:00:00.000', '0:00:43.376']]]","[['0:00:10.260', '0:00:15.460']]"
Dd4rHeDXMNU_tail,https://www.youtube.com/watch?v=Dd4rHeDXMNU,"[['0:00:48.520', '0:00:53.720']]",['The speaker is demonstrating how to tie a knot using string.'],[0.44970703125],['desirable'],"[[['0:00:00.000', '0:00:43.376']]]","[['0:00:48.520', '0:00:53.720']]"
DmiGyyIdV74_head,https://www.youtube.com/watch?v=DmiGyyIdV74,"[['0:00:06.000', '0:00:11.200']]",['A person is holding a nexus 4 phone and they are showing how to install cm10.'],[0.447265625],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
DmiGyyIdV74_tail,https://www.youtube.com/watch?v=DmiGyyIdV74,"[['0:00:48.800', '0:00:54.000']]",['A person is holding a nexus 4 phone and they are showing how to install cm10.'],[0.447265625],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
DoCBp8Yc0pA_head,https://www.youtube.com/watch?v=DoCBp8Yc0pA,"[['0:00:02.902', '0:00:08.102']]",['The person is playing a guitar and talking about how to harmonize it.'],[0.44091796875],['desirable'],"[[['0:00:00.000', '0:00:23.490']]]","[['0:00:02.902', '0:00:08.102']]"
DoCBp8Yc0pA_tail,https://www.youtube.com/watch?v=DoCBp8Yc0pA,"[['0:00:21.226', '0:00:26.426']]",['The person is playing a guitar and talking about how to harmonize it.'],[0.44091796875],['desirable'],"[[['0:00:00.000', '0:00:23.490']]]","[['0:00:21.226', '0:00:26.426']]"
DplXiwQn39o_head,https://www.youtube.com/watch?v=DplXiwQn39o,"[['0:00:06.000', '0:00:11.200']]","['The person is showing how to tie an ""easy"" and ""perfect"" knot called an ""alpine butterfly"" in a red, or red and white, rope. the person is holding the rope with one hand and the other person\'s hand is on top of the person\'s hand. the person is talking about how easy it is to tie this type of knot and that it can be used with or without gloves and even when the person\'s hands are cold.']",[0.468505859375],['desirable'],"[[['0:00:00.000', '0:00:47.980']]]","[['0:00:06.000', '0:00:11.200']]"
DplXiwQn39o_tail,https://www.youtube.com/watch?v=DplXiwQn39o,"[['0:00:48.800', '0:00:54.000']]","['The person is showing how to tie an ""easy"" and ""perfect"" knot called an ""alpine butterfly"" in a red, or red and white, rope. the person is holding the rope with one hand and the other person\'s hand is on top of the person\'s hand. the person is talking about how easy it is to tie this type of knot and that it can be used with or without gloves and even when the person\'s hands are cold.']",[0.468505859375],['desirable'],"[[['0:00:00.000', '0:00:47.980']]]","[['0:00:48.800', '0:00:54.000']]"
DpwOd6-wjoU_head,https://www.youtube.com/watch?v=DpwOd6-wjoU,"[['0:00:05.972', '0:00:11.172']]",['A young woman is holding parrots in her hands and talking about how to bathe them.'],[0.447021484375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
DpwOd6-wjoU_tail,https://www.youtube.com/watch?v=DpwOd6-wjoU,"[['0:00:48.820', '0:00:54.020']]",['A young woman is holding parrots in her hands and talking about how to bathe them.'],[0.447021484375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
Dq4bxQ-ZpAg_head,https://www.youtube.com/watch?v=Dq4bxQ-ZpAg,"[['0:00:15.915', '0:00:21.115']]",['A man is teaching a young boy how to hold someone down and tickle them to submission.'],[0.44677734375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:15.915', '0:00:21.115']]"
Dq4bxQ-ZpAg_tail,https://www.youtube.com/watch?v=Dq4bxQ-ZpAg,"[['0:00:58.763', '0:01:03.963']]",['A man is teaching a young boy how to hold someone down and tickle them to submission.'],[0.44677734375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:58.763', '0:01:03.963']]"
E4-TZJPaANM_head,https://www.youtube.com/watch?v=E4-TZJPaANM,"[['0:00:05.964', '0:00:11.164']]","['The person is holding a smartphone with the google hangouts app open on the screen, and they are showing how to disable the sms feature in the app.']",[0.449462890625],['desirable'],"[[['0:00:00.000', '0:00:48.006']]]","[['0:00:05.964', '0:00:11.164']]"
E4-TZJPaANM_tail,https://www.youtube.com/watch?v=E4-TZJPaANM,"[['0:00:48.812', '0:00:54.012']]","['The person is holding a smartphone with the google hangouts app open on the screen, and they are showing how to disable the sms feature in the app.']",[0.449462890625],['desirable'],"[[['0:00:00.000', '0:00:48.006']]]","[['0:00:48.812', '0:00:54.012']]"
E5kWt1PTdMs_head,https://www.youtube.com/watch?v=E5kWt1PTdMs,"[['0:00:06.000', '0:00:11.200']]",['The person is playing a cello and talking about how to get a growly bass sound when playing jazz.'],[0.45849609375],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
E5kWt1PTdMs_tail,https://www.youtube.com/watch?v=E5kWt1PTdMs,"[['0:00:48.800', '0:00:54.000']]",['The person is playing a cello and talking about how to get a growly bass sound when playing jazz.'],[0.45849609375],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
E7T1BbnFxpM_head,https://www.youtube.com/watch?v=E7T1BbnFxpM,"[['0:00:06.000', '0:00:11.200']]","[""The speaker is standing in front of a chalkboard and talking about today's lesson.""]",[0.478759765625],['desirable'],"[[['0:00:00.000', '0:00:47.980']]]","[['0:00:06.000', '0:00:11.200']]"
E7T1BbnFxpM_tail,https://www.youtube.com/watch?v=E7T1BbnFxpM,"[['0:00:48.800', '0:00:54.000']]","[""The speaker is standing in front of a chalkboard and talking about today's lesson.""]",[0.478759765625],['desirable'],"[[['0:00:00.000', '0:00:47.980']]]","[['0:00:48.800', '0:00:54.000']]"
EABBJlS_ueo_head,https://www.youtube.com/watch?v=EABBJlS_ueo,"[['0:00:05.972', '0:00:11.172']]","['The text ""radio advertising tips"" is written on a blue background with white letters.']",[0.477783203125],['desirable'],"[[['0:00:00.000', '0:00:24.090'], ['0:00:24.124', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
EABBJlS_ueo_tail,https://www.youtube.com/watch?v=EABBJlS_ueo,"[['0:00:48.820', '0:00:54.020']]","['The text ""radio advertising tips"" is written on a blue background with white letters.']",[0.477783203125],['desirable'],"[[['0:00:00.000', '0:00:24.090'], ['0:00:24.124', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
EC1oJIf8scg_head,https://www.youtube.com/watch?v=EC1oJIf8scg,"[['0:00:06.000', '0:00:11.200']]",['A person is on rollerblades and they are demonstrating how to do a trick called the penny grind.'],[0.439453125],['desirable'],"[[['0:00:00.000', '0:00:13.866'], ['0:00:13.933', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
EC1oJIf8scg_tail,https://www.youtube.com/watch?v=EC1oJIf8scg,"[['0:00:48.800', '0:00:54.000']]",['A person is on rollerblades and they are demonstrating how to do a trick called the penny grind.'],[0.439453125],['desirable'],"[[['0:00:00.000', '0:00:13.866'], ['0:00:13.933', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
EIsxGtYGkC4_head,https://www.youtube.com/watch?v=EIsxGtYGkC4,"[['0:00:05.972', '0:00:11.172']]","['A man is standing in front of a black leather couch, holding an extension cord and trying to figure out how to wind it up neatly.']",[0.456787109375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
EIsxGtYGkC4_tail,https://www.youtube.com/watch?v=EIsxGtYGkC4,"[['0:00:48.820', '0:00:54.020']]","['A man is standing in front of a black leather couch, holding an extension cord and trying to figure out how to wind it up neatly.']",[0.456787109375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
ELH6anJdID8_head,https://www.youtube.com/watch?v=ELH6anJdID8,"[['0:00:05.972', '0:00:11.172']]",['A man is demonstrating how to take cuttings from his vegetable garden and using a product called redox plant cutting powder to aid the formation of roots.'],[0.44384765625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
ELH6anJdID8_tail,https://www.youtube.com/watch?v=ELH6anJdID8,"[['0:00:48.820', '0:00:54.020']]",['A man is demonstrating how to take cuttings from his vegetable garden and using a product called redox plant cutting powder to aid the formation of roots.'],[0.44384765625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
ENnMoX_M3y8_head,https://www.youtube.com/watch?v=ENnMoX_M3y8,"[['0:00:16.000', '0:00:21.200']]",['A diagram showing how to draw a cube.'],[0.429443359375],['0_low_desirable_score'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:16.000', '0:00:21.200']]"
ENnMoX_M3y8_tail,https://www.youtube.com/watch?v=ENnMoX_M3y8,"[['0:00:58.800', '0:01:04.000']]",['A diagram showing how to draw a cube.'],[0.429443359375],['0_low_desirable_score'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:58.800', '0:01:04.000']]"
ETed2qPfnqI_head,https://www.youtube.com/watch?v=ETed2qPfnqI,"[['0:00:10.944', '0:00:16.144']]",['A female instructor is demonstrating how to check for breathing and pulse on a mannequin.'],[0.47607421875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:10.944', '0:00:16.144']]"
ETed2qPfnqI_tail,https://www.youtube.com/watch?v=ETed2qPfnqI,"[['0:00:53.792', '0:00:58.992']]",['A female instructor is demonstrating how to check for breathing and pulse on a mannequin.'],[0.47607421875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:53.792', '0:00:58.992']]"
EVS5tyWT2EQ_head,https://www.youtube.com/watch?v=EVS5tyWT2EQ,"[['0:00:06.000', '0:00:11.200']]","['A person is making diy candle holders using materials from the dollar tree, including diamond wrap, a clear candlestick holder, a pink rose candle, and some leis that can be interchanged.']",[0.436279296875],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
EVS5tyWT2EQ_tail,https://www.youtube.com/watch?v=EVS5tyWT2EQ,"[['0:00:48.800', '0:00:54.000']]","['A person is making diy candle holders using materials from the dollar tree, including diamond wrap, a clear candlestick holder, a pink rose candle, and some leis that can be interchanged.']",[0.436279296875],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
EY3vH2T6sdI_head,https://www.youtube.com/watch?v=EY3vH2T6sdI,"[['0:00:05.972', '0:00:11.172']]","['The person is teaching someone how to play the piano with their left hand, starting with the first three keys and then moving on to the second key with a stretch.']",[0.472412109375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
EY3vH2T6sdI_tail,https://www.youtube.com/watch?v=EY3vH2T6sdI,"[['0:00:48.820', '0:00:54.020']]","['The person is teaching someone how to play the piano with their left hand, starting with the first three keys and then moving on to the second key with a stretch.']",[0.472412109375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
EYL1tYGwYY0_head,https://www.youtube.com/watch?v=EYL1tYGwYY0,"[['0:00:01.634', '0:00:06.834']]",['A man is holding an acoustic guitar and explaining how to use a capo.'],[0.457763671875],['desirable'],"[[['0:00:00.000', '0:00:02.469'], ['0:00:02.502', '0:00:10.977'], ['0:00:11.011', '0:00:13.246']]]","[['0:00:01.634', '0:00:06.834']]"
EYL1tYGwYY0_tail,https://www.youtube.com/watch?v=EYL1tYGwYY0,"[['0:00:09.681', '0:00:14.881']]",['A man is holding an acoustic guitar and explaining how to use a capo.'],[0.457763671875],['desirable'],"[[['0:00:00.000', '0:00:02.469'], ['0:00:02.502', '0:00:10.977'], ['0:00:11.011', '0:00:13.246']]]","[['0:00:09.681', '0:00:14.881']]"
Eb_cdKYQwRg_head,https://www.youtube.com/watch?v=Eb_cdKYQwRg,"[['0:00:06.000', '0:00:11.200']]",['A man showing a young boy how to use a yellow belt.'],[0.492919921875],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
Eb_cdKYQwRg_tail,https://www.youtube.com/watch?v=Eb_cdKYQwRg,"[['0:00:48.800', '0:00:54.000']]",['A man showing a young boy how to use a yellow belt.'],[0.492919921875],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
