videoID,url,timestamp,caption,matching_score,desirable_filtering,shot_boundary_detection,timestamp_raw
A12sfRYkTGE_tail,https://www.youtube.com/watch?v=A12sfRYkTGE,"[['0:00:48.820', '0:00:54.020']]",['A woman is standing next to a table with a blender on it.'],[0.45947265625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
A7ZtK5NeLK4_head,https://www.youtube.com/watch?v=A7ZtK5NeLK4,"[['0:00:05.972', '0:00:11.172']]",['The player is in a minecraft underground corridor with torches on the walls.'],[0.456787109375],['desirable'],"[[['0:00:00.000', '0:00:07.440'], ['0:00:07.474', '0:00:08.241'], ['0:00:08.274', '0:00:12.145'], ['0:00:12.212', '0:00:20.754'], ['0:00:20.787', '0:00:29.596'], ['0:00:29.629', '0:00:36.703'], ['0:00:36.736', '0:00:41.074'], ['0:00:41.107', '0:00:42.876'], ['0:00:42.909', '0:00:45.445'], ['0:00:45.478', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
A7ZtK5NeLK4_tail,https://www.youtube.com/watch?v=A7ZtK5NeLK4,"[['0:00:48.820', '0:00:54.020']]",['The player is in a minecraft underground corridor with torches on the walls.'],[0.456787109375],['desirable'],"[[['0:00:00.000', '0:00:07.440'], ['0:00:07.474', '0:00:08.241'], ['0:00:08.274', '0:00:12.145'], ['0:00:12.212', '0:00:20.754'], ['0:00:20.787', '0:00:29.596'], ['0:00:29.629', '0:00:36.703'], ['0:00:36.736', '0:00:41.074'], ['0:00:41.107', '0:00:42.876'], ['0:00:42.909', '0:00:45.445'], ['0:00:45.478', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
AGiPgVG6WrE_head,https://www.youtube.com/watch?v=AGiPgVG6WrE,"[['0:00:05.972', '0:00:11.172']]",['A 3d model of a building in minecraft.'],[0.44921875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
AGiPgVG6WrE_tail,https://www.youtube.com/watch?v=AGiPgVG6WrE,"[['0:00:48.820', '0:00:54.020']]",['A 3d model of a building in minecraft.'],[0.44921875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
AGvG-He3hi8_head,https://www.youtube.com/watch?v=AGvG-He3hi8,"[['0:00:39.973', '0:00:45.173']]",['The user is playing a video game called minecraft.'],[0.44384765625],['desirable'],"[[['0:00:00.000', '0:00:12.145'], ['0:00:12.178', '0:00:28.628'], ['0:00:28.661', '0:00:29.329'], ['0:00:29.362', '0:00:38.905'], ['0:00:38.972', '0:00:39.973'], ['0:00:40.006', '0:00:48.014']]]","[['0:00:39.973', '0:00:45.173']]"
AGvG-He3hi8_tail,https://www.youtube.com/watch?v=AGvG-He3hi8,"[['0:01:22.821', '0:01:28.021']]",['The user is playing a video game called minecraft.'],[0.44384765625],['desirable'],"[[['0:00:00.000', '0:00:12.145'], ['0:00:12.178', '0:00:28.628'], ['0:00:28.661', '0:00:29.329'], ['0:00:29.362', '0:00:38.905'], ['0:00:38.972', '0:00:39.973'], ['0:00:40.006', '0:00:48.014']]]","[['0:01:22.821', '0:01:28.021']]"
AHX4NjGLJqo_head,https://www.youtube.com/watch?v=AHX4NjGLJqo,"[['0:00:11.611', '0:00:16.811']]",['A minecraft game with a green grass field.'],[0.474853515625],['desirable'],"[[['0:00:00.000', '0:00:08.475'], ['0:00:08.508', '0:00:48.014']]]","[['0:00:11.611', '0:00:16.811']]"
AHX4NjGLJqo_tail,https://www.youtube.com/watch?v=AHX4NjGLJqo,"[['0:00:54.459', '0:00:59.659']]",['A minecraft game with a green grass field.'],[0.474853515625],['desirable'],"[[['0:00:00.000', '0:00:08.475'], ['0:00:08.508', '0:00:48.014']]]","[['0:00:54.459', '0:00:59.659']]"
AP3vrBpiyew_head,https://www.youtube.com/watch?v=AP3vrBpiyew,"[['0:00:06.000', '0:00:11.200']]",['The player is in a minecraft game and they are mining for resources.'],[0.4560546875],['desirable'],"[[['0:00:00.000', '0:00:47.960']]]","[['0:00:06.000', '0:00:11.200']]"
AP3vrBpiyew_tail,https://www.youtube.com/watch?v=AP3vrBpiyew,"[['0:00:48.800', '0:00:54.000']]",['The player is in a minecraft game and they are mining for resources.'],[0.4560546875],['desirable'],"[[['0:00:00.000', '0:00:47.960']]]","[['0:00:48.800', '0:00:54.000']]"
APBOSUMvg3M_head,https://www.youtube.com/watch?v=APBOSUMvg3M,"[['0:00:03.480', '0:00:08.680']]","['The internationally recognized parliament is expected to hold a vote of confidence in a unity government, which is backed by the united nations, in the eastern town of debris and the capital city of tripoli.']",[0.373291015625],['desirable'],"[[['0:00:00.000', '0:00:07.720'], ['0:00:07.760', '0:00:12.680'], ['0:00:12.720', '0:00:18.640'], ['0:00:18.680', '0:00:23.680'], ['0:00:23.720', '0:00:27.040'], ['0:00:27.080', '0:00:28.120']]]","[['0:00:03.480', '0:00:08.680']]"
APBOSUMvg3M_tail,https://www.youtube.com/watch?v=APBOSUMvg3M,"[['0:00:26.440', '0:00:31.640']]","['The internationally recognized parliament is expected to hold a vote of confidence in a unity government, which is backed by the united nations, in the eastern town of debris and the capital city of tripoli.']",[0.373291015625],['desirable'],"[[['0:00:00.000', '0:00:07.720'], ['0:00:07.760', '0:00:12.680'], ['0:00:12.720', '0:00:18.640'], ['0:00:18.680', '0:00:23.680'], ['0:00:23.720', '0:00:27.040'], ['0:00:27.080', '0:00:28.120']]]","[['0:00:26.440', '0:00:31.640']]"
ARiG_86lIzg_head,https://www.youtube.com/watch?v=ARiG_86lIzg,"[['0:00:05.972', '0:00:11.172']]",['A minecraft screenshot showing some red objects.'],[0.432373046875],['desirable'],"[[['0:00:00.000', '0:00:04.571'], ['0:00:04.604', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
ARiG_86lIzg_tail,https://www.youtube.com/watch?v=ARiG_86lIzg,"[['0:00:48.820', '0:00:54.020']]",['A minecraft screenshot showing some red objects.'],[0.432373046875],['desirable'],"[[['0:00:00.000', '0:00:04.571'], ['0:00:04.604', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
Abnb43fIvRg_head,https://www.youtube.com/watch?v=Abnb43fIvRg,"[['0:00:11.778', '0:00:16.978']]",['A minecraft game with a green grass field.'],[0.458984375],['0_low_desirable_score'],"[[['0:00:00.000', '0:00:35.402']]]","[['0:00:11.778', '0:00:16.978']]"
Abnb43fIvRg_tail,https://www.youtube.com/watch?v=Abnb43fIvRg,"[['0:00:42.013', '0:00:47.213']]",['A minecraft game with a green grass field.'],[0.458984375],['0_low_desirable_score'],"[[['0:00:00.000', '0:00:35.402']]]","[['0:00:42.013', '0:00:47.213']]"
AevfoXAMa8I_head,https://www.youtube.com/watch?v=AevfoXAMa8I,"[['0:00:05.972', '0:00:11.172']]",['A computer screen displaying a minecraft game.'],[0.466064453125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
AevfoXAMa8I_tail,https://www.youtube.com/watch?v=AevfoXAMa8I,"[['0:00:48.820', '0:00:54.020']]",['A computer screen displaying a minecraft game.'],[0.466064453125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
AgM0Bb_vw7Q_head,https://www.youtube.com/watch?v=AgM0Bb_vw7Q,"[['0:00:06.000', '0:00:11.200']]",['A woman is making a healthy drink by adding various ingredients to a blender.'],[0.450927734375],['desirable'],"[[['0:00:00.000', '0:00:48.000']]]","[['0:00:06.000', '0:00:11.200']]"
AgM0Bb_vw7Q_tail,https://www.youtube.com/watch?v=AgM0Bb_vw7Q,"[['0:00:48.800', '0:00:54.000']]",['A woman is making a healthy drink by adding various ingredients to a blender.'],[0.450927734375],['desirable'],"[[['0:00:00.000', '0:00:48.000']]]","[['0:00:48.800', '0:00:54.000']]"
AgvfJU7EEO0_head,https://www.youtube.com/watch?v=AgvfJU7EEO0,"[['0:00:05.972', '0:00:11.172']]",['A 3d rendering of a house with wood framing.'],[0.4599609375],['0_low_desirable_score'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
AgvfJU7EEO0_tail,https://www.youtube.com/watch?v=AgvfJU7EEO0,"[['0:00:48.820', '0:00:54.020']]",['A 3d rendering of a house with wood framing.'],[0.4599609375],['0_low_desirable_score'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
Ahopgeu0JLY_head,https://www.youtube.com/watch?v=Ahopgeu0JLY,"[['0:00:06.000', '0:00:11.200']]",['A person is making oatmeal in a blender.'],[0.444580078125],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
Ahopgeu0JLY_tail,https://www.youtube.com/watch?v=Ahopgeu0JLY,"[['0:00:48.800', '0:00:54.000']]",['A person is making oatmeal in a blender.'],[0.444580078125],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
AyjkdfJ5GRA_head,https://www.youtube.com/watch?v=AyjkdfJ5GRA,"[['0:00:15.915', '0:00:21.115']]",['The minecraft game is being played and the player is mining for resources.'],[0.43212890625],['desirable'],"[[['0:00:00.000', '0:00:13.113'], ['0:00:13.146', '0:00:48.014']]]","[['0:00:15.915', '0:00:21.115']]"
AyjkdfJ5GRA_tail,https://www.youtube.com/watch?v=AyjkdfJ5GRA,"[['0:00:58.763', '0:01:03.963']]",['The minecraft game is being played and the player is mining for resources.'],[0.43212890625],['desirable'],"[[['0:00:00.000', '0:00:13.113'], ['0:00:13.146', '0:00:48.014']]]","[['0:00:58.763', '0:01:03.963']]"
B9DDWKrE-tA_head,https://www.youtube.com/watch?v=B9DDWKrE-tA,"[['0:00:07.500', '0:00:12.700']]",['A minecraft video game with text on it.'],[0.458251953125],['desirable'],"[[['0:00:00.000', '0:00:47.944']]]","[['0:00:07.500', '0:00:12.700']]"
B9DDWKrE-tA_tail,https://www.youtube.com/watch?v=B9DDWKrE-tA,"[['0:00:50.300', '0:00:55.500']]",['A minecraft video game with text on it.'],[0.458251953125],['desirable'],"[[['0:00:00.000', '0:00:47.944']]]","[['0:00:50.300', '0:00:55.500']]"
BD6vOnVQCYk_head,https://www.youtube.com/watch?v=BD6vOnVQCYk,"[['0:00:06.000', '0:00:11.200']]",['There is a woman standing in front of a counter with a blender on it.'],[0.447998046875],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
BD6vOnVQCYk_tail,https://www.youtube.com/watch?v=BD6vOnVQCYk,"[['0:00:48.800', '0:00:54.000']]",['There is a woman standing in front of a counter with a blender on it.'],[0.447998046875],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
BErIXwS4GN4_head,https://www.youtube.com/watch?v=BErIXwS4GN4,"[['0:00:08.441', '0:00:13.641']]","['A woman is making a watermelon smoothie in a blender by combining two cups of chopped watermelon and 1/4 cup of fat-free milk. she blends the mixture for 15 seconds, then adds 2 cups of ice and blends it for 20 seconds.']",[0.454345703125],['desirable'],"[[['0:00:00.000', '0:00:42.542']]]","[['0:00:08.441', '0:00:13.641']]"
BErIXwS4GN4_tail,https://www.youtube.com/watch?v=BErIXwS4GN4,"[['0:00:45.817', '0:00:51.017']]","['A woman is making a watermelon smoothie in a blender by combining two cups of chopped watermelon and 1/4 cup of fat-free milk. she blends the mixture for 15 seconds, then adds 2 cups of ice and blends it for 20 seconds.']",[0.454345703125],['desirable'],"[[['0:00:00.000', '0:00:42.542']]]","[['0:00:45.817', '0:00:51.017']]"
BGvZstwE9ds_head,https://www.youtube.com/watch?v=BGvZstwE9ds,"[['0:00:01.000', '0:00:06.200']]",['A woman is standing in front of a table with a blender and talking to the camera.'],[0.479736328125],['desirable'],"[[['0:00:00.000', '0:00:07.966']]]","[['0:00:01.000', '0:00:06.200']]"
BGvZstwE9ds_tail,https://www.youtube.com/watch?v=BGvZstwE9ds,"[['0:00:03.800', '0:00:09.000']]",['A woman is standing in front of a table with a blender and talking to the camera.'],[0.479736328125],['desirable'],"[[['0:00:00.000', '0:00:07.966']]]","[['0:00:03.800', '0:00:09.000']]"
BKEbfEqNXjs_head,https://www.youtube.com/watch?v=BKEbfEqNXjs,"[['0:00:05.972', '0:00:11.172']]",['A woman mixing ingredients in a blender on a counter.'],[0.4404296875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
BKEbfEqNXjs_tail,https://www.youtube.com/watch?v=BKEbfEqNXjs,"[['0:00:48.820', '0:00:54.020']]",['A woman mixing ingredients in a blender on a counter.'],[0.4404296875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
BMirxJOn9ZI_head,https://www.youtube.com/watch?v=BMirxJOn9ZI,"[['0:00:05.972', '0:00:11.172']]",['A blender with liquid in it sitting on top of a stove.'],[0.43310546875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
BMirxJOn9ZI_tail,https://www.youtube.com/watch?v=BMirxJOn9ZI,"[['0:00:48.820', '0:00:54.020']]",['A blender with liquid in it sitting on top of a stove.'],[0.43310546875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
BPSRVgxZwbk_head,https://www.youtube.com/watch?v=BPSRVgxZwbk,"[['0:00:05.972', '0:00:11.172']]",['A person holding a blender on a counter top.'],[0.439697265625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
BPSRVgxZwbk_tail,https://www.youtube.com/watch?v=BPSRVgxZwbk,"[['0:00:48.820', '0:00:54.020']]",['A person holding a blender on a counter top.'],[0.439697265625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
BY57NYMU2N4_head,https://www.youtube.com/watch?v=BY57NYMU2N4,"[['0:00:03.166', '0:00:08.366']]",['A minecraft game with a grassy field in the background.'],[0.458984375],['desirable'],"[[['0:00:00.000', '0:00:09.833'], ['0:00:09.866', '0:00:11.466'], ['0:00:11.500', '0:00:25.433']]]","[['0:00:03.166', '0:00:08.366']]"
BY57NYMU2N4_tail,https://www.youtube.com/watch?v=BY57NYMU2N4,"[['0:00:23.400', '0:00:28.600']]",['A minecraft game with a grassy field in the background.'],[0.458984375],['desirable'],"[[['0:00:00.000', '0:00:09.833'], ['0:00:09.866', '0:00:11.466'], ['0:00:11.500', '0:00:25.433']]]","[['0:00:23.400', '0:00:28.600']]"
BfKzDiYOFGY_head,https://www.youtube.com/watch?v=BfKzDiYOFGY,"[['0:00:10.927', '0:00:16.127']]",['The minecraft adventure update logo on a blue background.'],[0.497314453125],['desirable'],"[[['0:00:00.000', '0:00:48.006']]]","[['0:00:10.927', '0:00:16.127']]"
BfKzDiYOFGY_tail,https://www.youtube.com/watch?v=BfKzDiYOFGY,"[['0:00:53.775', '0:00:58.975']]",['The minecraft adventure update logo on a blue background.'],[0.497314453125],['desirable'],"[[['0:00:00.000', '0:00:48.006']]]","[['0:00:53.775', '0:00:58.975']]"
BhA44NEzSbg_head,https://www.youtube.com/watch?v=BhA44NEzSbg,"[['0:00:15.080', '0:00:20.280']]",['A person is cutting up some food on a cutting board next to a blender and other ingredients in a blender.'],[0.4306640625],['desirable'],"[[['0:00:00.000', '0:00:47.960']]]","[['0:00:15.080', '0:00:20.280']]"
BhA44NEzSbg_tail,https://www.youtube.com/watch?v=BhA44NEzSbg,"[['0:00:57.880', '0:01:03.080']]",['A person is cutting up some food on a cutting board next to a blender and other ingredients in a blender.'],[0.4306640625],['desirable'],"[[['0:00:00.000', '0:00:47.960']]]","[['0:00:57.880', '0:01:03.080']]"
BqxlyaRO3Ag_head,https://www.youtube.com/watch?v=BqxlyaRO3Ag,"[['0:00:06.000', '0:00:11.200']]",['A minecraft scene with blood on the ground.'],[0.467041015625],['desirable'],"[[['0:00:00.000', '0:00:19.466'], ['0:00:19.500', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
BqxlyaRO3Ag_tail,https://www.youtube.com/watch?v=BqxlyaRO3Ag,"[['0:00:48.800', '0:00:54.000']]",['A minecraft scene with blood on the ground.'],[0.467041015625],['desirable'],"[[['0:00:00.000', '0:00:19.466'], ['0:00:19.500', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
BsEYi7Eq_0k_head,https://www.youtube.com/watch?v=BsEYi7Eq_0k,"[['0:00:06.673', '0:00:11.873']]","['The speaker is playing on their own minecraft server, and they show a beautiful lobby. they mention that the only way to get into the server is by donating five dollars, and they plan to release it publicly with 10 servers after two weeks.']",[0.441650390625],['desirable'],"[[['0:00:00.000', '0:00:11.911'], ['0:00:11.945', '0:00:46.913'], ['0:00:46.946', '0:00:48.014']]]","[['0:00:06.673', '0:00:11.873']]"
BsEYi7Eq_0k_tail,https://www.youtube.com/watch?v=BsEYi7Eq_0k,"[['0:00:49.521', '0:00:54.721']]","['The speaker is playing on their own minecraft server, and they show a beautiful lobby. they mention that the only way to get into the server is by donating five dollars, and they plan to release it publicly with 10 servers after two weeks.']",[0.441650390625],['desirable'],"[[['0:00:00.000', '0:00:11.911'], ['0:00:11.945', '0:00:46.913'], ['0:00:46.946', '0:00:48.014']]]","[['0:00:49.521', '0:00:54.721']]"
BuNDBgtvJTk_head,https://www.youtube.com/watch?v=BuNDBgtvJTk,"[['0:00:03.770', '0:00:08.970']]",['The player is in a minecraft game and they are walking through an underground cave.'],[0.469482421875],['desirable'],"[[['0:00:00.000', '0:00:02.302'], ['0:00:02.335', '0:00:12.312'], ['0:00:12.345', '0:00:30.230']]]","[['0:00:03.770', '0:00:08.970']]"
BuNDBgtvJTk_tail,https://www.youtube.com/watch?v=BuNDBgtvJTk,"[['0:00:28.834', '0:00:34.034']]",['The player is in a minecraft game and they are walking through an underground cave.'],[0.469482421875],['desirable'],"[[['0:00:00.000', '0:00:02.302'], ['0:00:02.335', '0:00:12.312'], ['0:00:12.345', '0:00:30.230']]]","[['0:00:28.834', '0:00:34.034']]"
BuTku2gYogU_head,https://www.youtube.com/watch?v=BuTku2gYogU,"[['0:00:15.915', '0:00:21.115']]",['The player is in a minecraft game and they are walking through a field with trees and grass.'],[0.47705078125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:15.915', '0:00:21.115']]"
BuTku2gYogU_tail,https://www.youtube.com/watch?v=BuTku2gYogU,"[['0:00:58.763', '0:01:03.963']]",['The player is in a minecraft game and they are walking through a field with trees and grass.'],[0.47705078125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:58.763', '0:01:03.963']]"
BuiP0DAXQkQ_head,https://www.youtube.com/watch?v=BuiP0DAXQkQ,"[['0:00:06.000', '0:00:11.200']]",['The woman is standing in front of a counter with a blender and various fruits and vegetables on it.'],[0.45947265625],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
BuiP0DAXQkQ_tail,https://www.youtube.com/watch?v=BuiP0DAXQkQ,"[['0:00:48.800', '0:00:54.000']]",['The woman is standing in front of a counter with a blender and various fruits and vegetables on it.'],[0.45947265625],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
BxiqeQemspM_head,https://www.youtube.com/watch?v=BxiqeQemspM,"[['0:00:06.000', '0:00:11.200']]",['A room in a minecraft game.'],[0.447021484375],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
BxiqeQemspM_tail,https://www.youtube.com/watch?v=BxiqeQemspM,"[['0:00:48.800', '0:00:54.000']]",['A room in a minecraft game.'],[0.447021484375],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
C5DLcptuLJA_head,https://www.youtube.com/watch?v=C5DLcptuLJA,"[['0:00:06.573', '0:00:11.773']]",['A group of people are hosting an event to give back to the community.'],[0.441650390625],['desirable'],"[[['0:00:00.000', '0:00:01.601'], ['0:00:01.634', '0:00:05.071'], ['0:00:05.105', '0:00:08.208'], ['0:00:08.241', '0:00:10.677'], ['0:00:10.710', '0:00:13.413'], ['0:00:13.446', '0:00:14.214'], ['0:00:14.247', '0:00:17.417'], ['0:00:17.450', '0:00:21.054'], ['0:00:21.087', '0:00:31.097'], ['0:00:31.131', '0:00:34.634'], ['0:00:34.667', '0:00:36.870'], ['0:00:36.903', '0:00:39.439'], ['0:00:39.472', '0:00:48.014']]]","[['0:00:06.573', '0:00:11.773']]"
C5DLcptuLJA_tail,https://www.youtube.com/watch?v=C5DLcptuLJA,"[['0:00:49.421', '0:00:54.621']]",['A group of people are hosting an event to give back to the community.'],[0.441650390625],['desirable'],"[[['0:00:00.000', '0:00:01.601'], ['0:00:01.634', '0:00:05.071'], ['0:00:05.105', '0:00:08.208'], ['0:00:08.241', '0:00:10.677'], ['0:00:10.710', '0:00:13.413'], ['0:00:13.446', '0:00:14.214'], ['0:00:14.247', '0:00:17.417'], ['0:00:17.450', '0:00:21.054'], ['0:00:21.087', '0:00:31.097'], ['0:00:31.131', '0:00:34.634'], ['0:00:34.667', '0:00:36.870'], ['0:00:36.903', '0:00:39.439'], ['0:00:39.472', '0:00:48.014']]]","[['0:00:49.421', '0:00:54.621']]"
CARSquosqLg_head,https://www.youtube.com/watch?v=CARSquosqLg,"[['0:00:06.833', '0:00:12.033']]",['A plane flying over a city in minecraft.'],[0.455810546875],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.833', '0:00:12.033']]"
CARSquosqLg_tail,https://www.youtube.com/watch?v=CARSquosqLg,"[['0:00:49.633', '0:00:54.833']]",['A plane flying over a city in minecraft.'],[0.455810546875],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:49.633', '0:00:54.833']]"
CI7zMk7URXY_head,https://www.youtube.com/watch?v=CI7zMk7URXY,"[['0:00:05.972', '0:00:11.172']]",['A green field in minecraft.'],[0.455078125],['desirable'],"[[['0:00:00.000', '0:00:43.143'], ['0:00:43.176', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
CI7zMk7URXY_tail,https://www.youtube.com/watch?v=CI7zMk7URXY,"[['0:00:48.820', '0:00:54.020']]",['A green field in minecraft.'],[0.455078125],['desirable'],"[[['0:00:00.000', '0:00:43.143'], ['0:00:43.176', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
CPTy-KQhn1k_head,https://www.youtube.com/watch?v=CPTy-KQhn1k,"[['0:00:06.000', '0:00:11.200']]",['There are two children standing at a table with a blender in front of them.'],[0.470458984375],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
CPTy-KQhn1k_tail,https://www.youtube.com/watch?v=CPTy-KQhn1k,"[['0:00:48.800', '0:00:54.000']]",['There are two children standing at a table with a blender in front of them.'],[0.470458984375],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
CWF3A5l1bxM_head,https://www.youtube.com/watch?v=CWF3A5l1bxM,"[['0:00:05.972', '0:00:11.172']]",['The player is in a minecraft house with wooden walls and furniture.'],[0.4794921875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
CWF3A5l1bxM_tail,https://www.youtube.com/watch?v=CWF3A5l1bxM,"[['0:00:48.820', '0:00:54.020']]",['The player is in a minecraft house with wooden walls and furniture.'],[0.4794921875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
CbRV6YHWEuY_head,https://www.youtube.com/watch?v=CbRV6YHWEuY,"[['0:00:09.209', '0:00:14.409']]",['A grassy field in minecraft.'],[0.447021484375],['desirable'],"[[['0:00:00.000', '0:00:00.400'], ['0:00:00.500', '0:00:02.902'], ['0:00:03.003', '0:00:26.226'], ['0:00:26.326', '0:00:41.041'], ['0:00:41.141', '0:00:47.947']]]","[['0:00:09.209', '0:00:14.409']]"
CbRV6YHWEuY_tail,https://www.youtube.com/watch?v=CbRV6YHWEuY,"[['0:00:52.057', '0:00:57.257']]",['A grassy field in minecraft.'],[0.447021484375],['desirable'],"[[['0:00:00.000', '0:00:00.400'], ['0:00:00.500', '0:00:02.902'], ['0:00:03.003', '0:00:26.226'], ['0:00:26.326', '0:00:41.041'], ['0:00:41.141', '0:00:47.947']]]","[['0:00:52.057', '0:00:57.257']]"
CdicD9-MCsE_head,https://www.youtube.com/watch?v=CdicD9-MCsE,"[['0:00:05.972', '0:00:11.172']]",['A minecraft room with sheep in it.'],[0.466064453125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
CdicD9-MCsE_tail,https://www.youtube.com/watch?v=CdicD9-MCsE,"[['0:00:48.820', '0:00:54.020']]",['A minecraft room with sheep in it.'],[0.466064453125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
CgHPdsJDboI_head,https://www.youtube.com/watch?v=CgHPdsJDboI,"[['0:00:05.964', '0:00:11.164']]",['A screenshot of a minecraft game showing a city.'],[0.435546875],['desirable'],"[[['0:00:00.000', '0:00:05.672'], ['0:00:05.755', '0:00:17.600'], ['0:00:17.642', '0:00:21.730'], ['0:00:21.771', '0:00:27.444'], ['0:00:27.485', '0:00:32.115'], ['0:00:32.157', '0:00:38.038'], ['0:00:38.079', '0:00:40.123'], ['0:00:40.165', '0:00:40.999'], ['0:00:41.041', '0:00:44.544'], ['0:00:44.586', '0:00:48.006']]]","[['0:00:05.964', '0:00:11.164']]"
CgHPdsJDboI_tail,https://www.youtube.com/watch?v=CgHPdsJDboI,"[['0:00:48.812', '0:00:54.012']]",['A screenshot of a minecraft game showing a city.'],[0.435546875],['desirable'],"[[['0:00:00.000', '0:00:05.672'], ['0:00:05.755', '0:00:17.600'], ['0:00:17.642', '0:00:21.730'], ['0:00:21.771', '0:00:27.444'], ['0:00:27.485', '0:00:32.115'], ['0:00:32.157', '0:00:38.038'], ['0:00:38.079', '0:00:40.123'], ['0:00:40.165', '0:00:40.999'], ['0:00:41.041', '0:00:44.544'], ['0:00:44.586', '0:00:48.006']]]","[['0:00:48.812', '0:00:54.012']]"
Cgfx2rmpxiM_head,https://www.youtube.com/watch?v=Cgfx2rmpxiM,"[['0:00:06.000', '0:00:11.200']]",['A man is standing in front of a blender with various fruits and vegetables inside.'],[0.44677734375],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
Cgfx2rmpxiM_tail,https://www.youtube.com/watch?v=Cgfx2rmpxiM,"[['0:00:48.800', '0:00:54.000']]",['A man is standing in front of a blender with various fruits and vegetables inside.'],[0.44677734375],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
CghWeZyCksY_head,https://www.youtube.com/watch?v=CghWeZyCksY,"[['0:00:07.007', '0:00:12.207']]","['It is a news report about restaurant week in tulsa, where 43 restaurants are participating and offering special menus at discounted prices to raise money for the community food bank of eastern oklahoma.']",[0.420654296875],['desirable'],"[[['0:00:00.000', '0:00:05.171'], ['0:00:05.205', '0:00:14.581'], ['0:00:14.614', '0:00:48.014']]]","[['0:00:07.007', '0:00:12.207']]"
